taxon_name,PC1,PC2,PC3,PC4,PC5
Potorous tridactylus,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Dendrolagus matschiei,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Lagorchestes conspicillatus,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Setonix brachyurus,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Pseudocheirus peregrinus,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Petauroides volans,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Petaurus breviceps,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Gymnobelideus leadbeateri,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Tarsipes rostratus,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Acrobates pygmaeus,-2756.0476507788844,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Phascolarctos cinereus,-2756.047650778881,216.10347744287736,-1994.144602405612,-588.5221026917241,179.2283583714187
Lasiorhinus latifrons,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Dromiciops gliroides,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Caluromys derbianus,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Marmosa robinsoni,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Monodelphis brevicaudata,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Monodelphis domestica,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Philander opossum,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Didelphis marsupialis,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Didelphis virginiana,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Lutreolina crassicaudata,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Chironectes minimus,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Metachirus nudicaudatus,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Gracilinanus microtarsus,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Crocidura russula,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Crocidura suaveolens,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Crocidura luna,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Crocidura leucodon,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Crocidura jouvenetae,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Crocidura crossei,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Crocidura hildegardeae,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Crocidura flavescens,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Crocidura viaria,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Crocidura olivieri,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Suncus etruscus,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Suncus murinus,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Crocidura poensis,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Myosorex varius,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Neomys fodiens,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Neomys anomalus,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Notiosorex crawfordi,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Blarina carolinensis,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Blarina brevicauda,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Sorex cinereus,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Sorex vagrans,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Sorex ornatus,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Sorex araneus,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Sorex coronatus,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Sorex palustris,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Sorex minutus,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Sorex alpinus,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Hemiechinus auritus,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Paraechinus aethiopicus,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Atelerix albiventris,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Erinaceus europaeus,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Erinaceus concolor,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Hylomys suillus,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Echinosorex gymnura,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Neurotrichus gibbsii,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Condylura cristata,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Scalopus aquaticus,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Scapanus latimanus,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Scapanus townsendii,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Scapanus orarius,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Manis javanica,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Manis pentadactyla,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Paradoxurus hermaphroditus,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Arctictis binturong,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Arctogalidia trivirgata,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Genetta tigrina,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Fossa fossana,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Suricata suricatta,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Galerella sanguinea,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Proteles cristata,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Hyaena hyaena,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Acinonyx jubatus,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Puma concolor,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Puma yagouaroundi,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Lynx rufus,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Leopardus wiedii,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Leopardus pardalis,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Leptailurus serval,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Panthera tigris,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Panthera leo,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Panthera onca,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Nandinia binotata,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Vulpes vulpes,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Vulpes lagopus,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Vulpes macrotis,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Vulpes velox,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Vulpes cana,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Vulpes zerda,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Canis latrans,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Lycaon pictus,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Canis mesomelas,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Cerdocyon thous,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Taxidea taxus,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Eira barbara,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Gulo gulo,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Martes martes,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Martes americana,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Lutra lutra,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Enhydra lutris,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Mustela erminea,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Mustela frenata,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Meles meles,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Potos flavus,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Nasua nasua,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Nasua narica,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Bassariscus sumichrasti,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Procyon lotor,-2756.0476507788844,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Procyon cancrivorus,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Ailurus fulgens,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Spilogale putorius,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Mephitis mephitis,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Phoca vitulina,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Melursus ursinus,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Equus asinus,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Lama glama,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Camelus dromedarius,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Orcinus orca,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Balaenoptera physalus,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Balaenoptera musculus,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Antilocapra americana,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Bos taurus,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Kobus ellipsiprymnus,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Madoqua kirkii,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Raphicerus campestris,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Philantomba monticola,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Oryx leucoryx,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Connochaetes taurinus,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Ovis canadensis,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Oreamnos americanus,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Cervus elaphus,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Capreolus capreolus,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Alces alces,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Alces americanus,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Odocoileus virginianus,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Rangifer tarandus,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Tragulus javanicus,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Sus scrofa,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Pecari tajacu,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Hipposideros cervinus,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Hipposideros galeritus,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Hipposideros diadema,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Aselliscus tricuspidatus,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Rhinonicteris aurantia,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Macroderma gigas,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Pteropus hypomelanus,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Pteropus rodricensis,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Pteropus giganteus,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Pteropus vampyrus,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Pteropus pumilus,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Pteropus poliocephalus,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Pteropus scapulatus,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Eonycteris spelaea,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Rousettus aegyptiacus,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Rousettus amplexicaudatus,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Megaloglossus woermanni,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Dobsonia moluccensis,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Dobsonia praedatrix,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Dobsonia minor,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Macroglossus minimus,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Syconycteris australis,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Melonycteris melanops,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Nyctimene major,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Nyctimene albiventer,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Paranyctimene raptor,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Cynopterus brachyotis,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Peropteryx macrotis,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Saccopteryx bilineata,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Noctilio albiventris,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Noctilio leporinus,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Mormoops megalophylla,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Pteronotus quadridens,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Pteronotus davyi,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Pteronotus personatus,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Carollia perspicillata,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Rhinophylla pumilio,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Rhinophylla fischerae,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Sturnira lilium,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Sturnira tildae,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Artibeus lituratus,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Artibeus jamaicensis,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Artibeus fimbriatus,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Artibeus concolor,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Platyrrhinus lineatus,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Vampyressa pusilla,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Uroderma bilobatum,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Chiroderma doriae,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Erophylla sezekorni,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Glossophaga soricina,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Glossophaga longirostris,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Leptonycteris curasoae,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Monophyllus redmani,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Choeroniscus godmani,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Anoura caudifer,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Phyllostomus elongatus,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Phyllostomus hastatus,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Phyllostomus discolor,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Tonatia bidens,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Chrotopterus auritus,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Diphylla ecaudata,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Diaemus youngi,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Desmodus rotundus,-2756.047650778884,216.10347744287705,-1994.1446024056083,-588.522102691723,179.2283583714183
Macrotus californicus,-2764.627306005197,219.14067844833644,-2036.0124944536992,-617.3152347165119,206.72728029932372
Nyctinomops laticaudatus,-2764.627306005197,219.14067844833644,-2036.0124944536992,-617.3152347165119,206.72728029932372
Eumops perotis,-2764.627306005197,219.14067844833644,-2036.0124944536992,-617.3152347165119,206.72728029932372
Molossus molossus,-2764.627306005197,219.14067844833644,-2036.0124944536992,-617.3152347165119,206.72728029932372
Tadarida brasiliensis,-2764.627306005197,219.14067844833644,-2036.0124944536992,-617.3152347165119,206.72728029932372
Myotis yumanensis,-2764.627306005197,219.14067844833644,-2036.0124944536992,-617.3152347165119,206.72728029932372
Myotis velifer,-2764.627306005197,219.14067844833644,-2036.0124944536992,-617.3152347165119,206.72728029932372
Myotis nigricans,-2764.627306005197,219.14067844833644,-2036.0124944536992,-617.3152347165119,206.72728029932372
Myotis vivesi,-2764.627306005197,219.14067844833644,-2036.0124944536992,-617.3152347165119,206.72728029932372
Myotis lucifugus,-2764.627306005197,219.14067844833644,-2036.0124944536992,-617.3152347165119,206.72728029932372
Antrozous pallidus,-2764.627306005197,219.14067844833644,-2036.0124944536992,-617.3152347165119,206.72728029932372
Plecotus auritus,-2764.627306005197,219.14067844833644,-2036.0124944536992,-617.3152347165119,206.72728029932372
Lasiurus seminolus,-2764.627306005197,219.14067844833644,-2036.0124944536992,-617.3152347165119,206.72728029932372
Lasiurus borealis,-2764.627306005197,219.14067844833644,-2036.0124944536992,-617.3152347165119,206.72728029932372
Nyctophilus geoffroyi,-2764.627306005197,219.14067844833644,-2036.0124944536992,-617.3152347165119,206.72728029932372
Chalinolobus gouldii,-2764.627306005197,219.14067844833644,-2036.0124944536992,-617.3152347165119,206.72728029932372
Histiotus velatus,-2764.627306005197,219.14067844833644,-2036.0124944536992,-617.3152347165119,206.72728029932372
Eptesicus fuscus,-2764.627306005197,219.14067844833644,-2036.0124944536992,-617.3152347165119,206.72728029932372
Nycticeius humeralis,-2764.627306005197,219.14067844833644,-2036.0124944536992,-617.3152347165119,206.72728029932372
Miniopterus schreibersii,-2764.627306005197,219.14067844833644,-2036.0124944536992,-617.3152347165119,206.72728029932372
Natalus tumidirostris,-2764.627306005197,219.14067844833644,-2036.0124944536992,-617.3152347165119,206.72728029932372
Brachylagus idahoensis,-2763.2555295747516,218.65506910344627,-2029.3183574529692,-612.7115835407454,202.3305566585363
Sylvilagus audubonii,-2763.2555295747516,218.65506910344627,-2029.3183574529692,-612.7115835407454,202.3305566585363
Oryctolagus cuniculus,-2763.2555295747516,218.65506910344627,-2029.3183574529692,-612.7115835407454,202.3305566585363
Lepus timidus,-2763.2555295747516,218.65506910344627,-2029.3183574529692,-612.7115835407454,202.3305566585363
Lepus arcticus,-2763.2555295747516,218.65506910344627,-2029.3183574529692,-612.7115835407454,202.3305566585363
Lepus townsendii,-2763.2555295747516,218.65506910344627,-2029.3183574529692,-612.7115835407454,202.3305566585363
Lepus californicus,-2763.2555295747516,218.65506910344627,-2029.3183574529692,-612.7115835407454,202.3305566585363
Lepus alleni,-2763.2555295747516,218.65506910344627,-2029.3183574529692,-612.7115835407454,202.3305566585363
Lepus americanus,-2763.2555295747516,218.65506910344627,-2029.3183574529692,-612.7115835407454,202.3305566585363
Ochotona princeps,-2763.2555295747516,218.65506910344635,-2029.3183574529692,-612.7115835407451,202.3305566585364
Ochotona dauurica,-2763.2555295747516,218.65506910344635,-2029.3183574529692,-612.7115835407451,202.3305566585364
Muscardinus avellanarius,-2762.4552385025554,218.3717657788936,-2025.413014017376,-610.0258245105548,199.76551865486434
Graphiurus ocularis,-2762.4552385025554,218.3717657788936,-2025.413014017376,-610.0258245105548,199.76551865486434
Graphiurus murinus,-2762.4552385025554,218.3717657788936,-2025.413014017376,-610.0258245105548,199.76551865486434
Glis glis,-2762.4552385025554,218.3717657788936,-2025.413014017376,-610.0258245105548,199.76551865486434
Aplodontia rufa,-2762.4552385025554,218.3717657788936,-2025.413014017376,-610.0258245105548,199.76551865486434
Marmota flaviventris,-2762.4552385025554,218.3717657788936,-2025.413014017376,-610.0258245105548,199.76551865486434
Marmota monax,-2762.4552385025554,218.3717657788936,-2025.413014017376,-610.0258245105548,199.76551865486434
Otospermophilus beecheyi,-2762.4552385025554,218.3717657788936,-2025.413014017376,-610.0258245105548,199.76551865486434
Callospermophilus saturatus,-2762.4552385025554,218.3717657788936,-2025.413014017376,-610.0258245105548,199.76551865486434
Callospermophilus lateralis,-2762.4552385025554,218.3717657788936,-2025.413014017376,-610.0258245105548,199.76551865486434
Ictidomys tridecemlineatus,-2762.4552385025554,218.3717657788936,-2025.413014017376,-610.0258245105548,199.76551865486434
Poliocitellus franklinii,-2762.4552385025554,218.3717657788936,-2025.413014017376,-610.0258245105548,199.76551865486434
Cynomys ludovicianus,-2762.4552385025554,218.3717657788936,-2025.413014017376,-610.0258245105548,199.76551865486434
Xerospermophilus tereticaudus,-2762.4552385025554,218.3717657788936,-2025.413014017376,-610.0258245105548,199.76551865486434
Xerospermophilus mohavensis,-2762.4552385025554,218.3717657788936,-2025.413014017376,-610.0258245105548,199.76551865486434
Xerospermophilus spilosoma,-2762.4552385025554,218.3717657788936,-2025.413014017376,-610.0258245105548,199.76551865486434
Urocitellus townsendii,-2762.4552385025554,218.3717657788936,-2025.413014017376,-610.0258245105548,199.76551865486434
Urocitellus richardsonii,-2762.4552385025554,218.3717657788936,-2025.413014017376,-610.0258245105548,199.76551865486434
Urocitellus parryii,-2762.4552385025554,218.3717657788936,-2025.413014017376,-610.0258245105548,199.76551865486434
Urocitellus beldingi,-2762.4552385025554,218.3717657788936,-2025.413014017376,-610.0258245105548,199.76551865486434
Urocitellus armatus,-2762.4552385025554,218.3717657788936,-2025.413014017376,-610.0258245105548,199.76551865486434
Urocitellus undulatus,-2762.4552385025554,218.3717657788936,-2025.413014017376,-610.0258245105548,199.76551865486434
Spermophilus citellus,-2762.4552385025554,218.3717657788936,-2025.413014017376,-610.0258245105548,199.76551865486434
Ammospermophilus leucurus,-2762.4552385025554,218.3717657788936,-2025.413014017376,-610.0258245105548,199.76551865486434
